(77663, 0.00016, 0.009892, 8.154679820778426, 0.7636234, 0.007553762835264206, [nan, nan, nan], 0.88175434, 0.013140682)
(142663, 0.000293, 0.009795, 8.156232414422913, 0.79995054, 0.007835515539944172, [nan, nan, nan], 0.1695958, 0.009139312)
(237353, 0.000105, 0.00999, 8.156533664137546, 0.8187362, 0.008179174593687059, [nan, nan, nan], 0.06822781, 0.0015186671)
(328455, 0.000151, 0.000595, 8.152644433830117, 0.73240966, 0.00043578374534845356, [nan, nan, nan], 0.20604186, 0.0010353957)
(338569, 0.000196, 0.000616, 8.155499936825562, 0.23699789, 0.0001459906986951828, [0.18469648, 0.76661295, -0.614973], 0.1738246, 0.0035774414)
(340016, 0.000105, 0.009915, 8.153295062389114, 0.78217137, 0.00775522911965847, [nan, nan, nan], 0.07298933, 0.008186304)
(448123, 0.000127, 0.001591, 8.156533664137546, 0.7909798, 0.0012584488659501075, [nan, nan, nan], 0.01842683, 0.00084788335)
(684825, 0.000121, 0.00112, 8.15498214900637, 0.7586761, 0.0008497172451019287, [nan, nan, nan], 0.06573775, 0.0006242225)
(1415145, 0.000137, 0.009936, 8.15558617480875, 0.8032606, 0.007981197564125062, [nan, nan, nan], 0.03830404, 0.0006298019)
(243798, 0.000269, 0.009985, 8.16327829823181, 0.8005216, 0.007993208297491073, [-0.5734876, -0.62478, 0.5298697], 0.12082675, 0.0024977056)
(303189, 0.000347, 0.009908, 8.163363005562273, 0.73333544, 0.007265887493848801, [-0.04181185, -0.6058099, 0.79451], 0.3398105, 0.0011291917)
(535110, 0.000102, 0.000413, 8.161665711826354, 0.8097934, 0.0003344446794390678, [nan, nan, nan], 0.024914993, 0.00026224466)
(741307, 0.000133, 0.001774, 8.16463163688863, 0.7754777, 0.0013756974529027938, [-0.8742306, -0.45863488, 0.15929492], 0.031977415, 0.00038935576)
(1812602, 0.000365, 0.009927, 8.164927118396196, 0.7652251, 0.00759638969117403, [-0.38544318, 0.0068522897, -0.9227061], 0.018178975, 0.0018331332)
(13203, 0.000227, 0.009827, 8.173368400720207, 0.80376625, 0.007898610944747926, [nan, nan, nan], 0.26684096, 0.0012501535)
(180581, 0.000479, 0.009993, 8.172456974400587, 0.8414273, 0.008408383270740508, [-0.43876815, 0.61735743, 0.65295655], 0.24396075, 0.0026954175)
(316117, 0.000493, 0.009844, 8.166821857131422, 0.75514454, 0.007433642817258835, [0.48601434, 0.8654945, 0.121282086], 0.13560969, 0.0004035232)
(358332, 0.000141, 8.6e-05, 8.168122329384406, 0.09081177, 7.809811934828759e-06, [nan, nan, nan], 0.1689126, 0.00058061496)
(405412, 0.000103, 0.000982, 8.16707386554192, 0.68834823, 0.0006759579654932022, [nan, nan, nan], 0.023426628, 0.002338178)
(444612, 0.000201, 0.000593, 8.173368400720207, 0.84214836, 0.0004993939796090126, [0.51397556, -0.17963447, -0.8387851], 0.16024022, 0.00046797184)
(446322, 0.000161, 0.000952, 8.168289848955201, 0.71800965, 0.0006835451874732971, [nan, nan, nan], 0.015168924, 0.0021783877)
(454933, 0.000108, 0.001105, 8.172456974400587, 0.74030524, 0.0008180372956395149, [nan, nan, nan], 0.021693513, 0.00056421995)
(617635, 0.000142, 0.001062, 8.172042056549305, 0.74117273, 0.0007871254402399063, [nan, nan, nan], 0.048252776, 0.0021320037)
(657699, 0.000154, 0.000456, 8.165686006141405, 0.6470325, 0.00029504681968688963, [nan, nan, nan], 0.03559483, 0.0015480643)
(31302, 0.001764, 0.009213, 8.192911005064158, 0.40250647, 0.0037082921143770224, [0.83374614, -0.43581414, -0.3390183], 1.2225623, 0.044798683)
(78998, 0.00184, 0.00911, 8.191841460034025, 0.53230387, 0.004849288253188133, [0.6121568, 0.6494854, 0.45103523], 0.33609998, 0.03891989)
(85133, 0.000115, 0.000625, 8.189096151157985, 0.6798979, 0.00042493619024753577, [nan, nan, nan], 0.05018838, 0.0012373351)
(92752, 0.001253, 0.009384, 8.179246500099115, 0.39369866, 0.0036944682490825656, [0.7934102, 0.5169812, -0.32129553], 0.5456765, 0.044696126)
(145994, 0.001448, 0.00943, 8.18897639533704, 0.62689734, 0.005911641869544982, [0.907855, -0.3534419, 0.22556177], 0.43396136, 0.027970714)
(340087, 0.00022, 0.009792, 8.189614711795, 0.8314996, 0.008142043853759766, [-0.58498126, -0.36377805, -0.7248879], 0.07670922, 0.0060682707)
(393153, 0.000183, 0.009354, 8.188257166110716, 0.798861, 0.007472546044349671, [0.41215277, -0.5850279, 0.69847864], 0.11596787, 0.004498348)
(447664, 0.000116, 0.001124, 8.1914446628553, 0.42592156, 0.0004787358326911926, [nan, nan, nan], 0.036248725, 0.005315651)
(463290, 0.000111, 0.000559, 8.186293208205788, 0.34948435, 0.00019536175402998926, [nan, nan, nan], 0.0722629, 0.0029805065)
(470511, 0.00012, 0.000591, 8.187937125947446, 0.8490189, 0.0005017701532244683, [nan, nan, nan], 0.019712728, 0.0007070868)
(474967, 0.000167, 0.001894, 8.189056236220049, 0.7464062, 0.0014136933381557464, [nan, nan, nan], 0.039802987, 0.0020057126)
(509648, 0.000119, 0.001152, 8.192633968432599, 0.8281165, 0.0009539901809692383, [nan, nan, nan], 0.01676681, 0.0005175203)
(566971, 0.000107, 0.001102, 8.190212282611526, 0.7435176, 0.0008193563705682753, [nan, nan, nan], 0.13085777, 0.0015219637)
(644511, 0.000141, 0.000555, 8.187336414225635, 0.69372046, 0.00038501485526561737, [nan, nan, nan], 0.02859738, 0.0008862173)
(880781, 0.000187, 0.001321, 8.18452205391079, 0.77436835, 0.001022940584719181, [nan, nan, nan], 0.020231614, 0.00091320527)
(909393, 0.000142, 0.001717, 8.180876583581396, 0.8036853, 0.001379927672982216, [nan, nan, nan], 6.4797256e-05, 0.0010324316)
(177845, 0.000526, 9.8e-05, 8.201839201728967, 0.011312942, 1.1086683180183172e-06, [0.53171694, 0.78915155, -0.30743626], 0.95655525, 0.00085457775)
(231062, 0.000124, 6.7e-05, 8.202187892620364, 0.57031107, 3.82108416557312e-05, [-0.6736094, -0.06519188, -0.7362068], 0.0856955, 0.00029733352)
