(70976, 8.153078294487482, 0.00041, 0.008118075030744076, 0.21522939, 0.0005816059, 3.518480262185129, 16.34758274501976)
(119851, 8.152861418337206, 0.000422, 0.005199650558710097, 0.1398919, 0.0027129757, 18.786548103913304, 134.29332294373944)
(157762, 8.154204307935327, 0.000243, 0.006979093232989311, 0.24094549, 0.021452906, 208.95824807619198, 867.2428277291762)
(158224, 8.153078294487482, 0.000734, 0.007866863422393799, 0.23784298, 0.0052653058, 17.126748199170198, 72.00863443255795)
(267770, 8.152557609663114, 0.000281, 0.008368951101899147, 0.109722145, 0.0006591999, 7.841385673758802, 71.46584377983864)
(331005, 8.154809415790648, 0.000184, 0.008439510846734048, 0.16957569, 0.004042992, 57.41956691972777, 338.6073022597035)
(489838, 8.154334044898773, 0.000123, 0.007664892616271972, 0.009424406, 0.0033488404, 211.6032116156544, 22452.684192049284)
(89112, 8.163024077064414, 0.000296, 0.007361801166594028, 0.07309363, 0.01060124, 104.09441532704874, 1424.1243091504514)
(156029, 8.162090657537266, 0.000363, 0.008425813966870309, 0.19237939, 0.00031056968, 2.1220841512004767, 11.030725023093568)
(184612, 8.161665711826354, 0.000396, 0.006842736539304255, 0.1742783, 0.000868638, 5.651493113143673, 32.427979347650705)
(111670, 8.172539910423355, 0.000942, 0.007634954159498215, 0.2383536, 0.0008377697, 2.1203290402804935, 8.89572903568687)
(473752, 8.168833841729006, 0.000158, 0.0007941382565498352, 0.07675005, 0.0009905752, 18.369629639259138, 239.3435527307036)
(685656, 8.169293611686863, 0.000191, 0.0011476084694266322, 0.04478499, 0.000927475, 15.089784538635156, 336.9384371557336)
(45721, 8.184683366748342, 0.002413, 0.005256308267712594, 0.24291931, 0.019055929, 18.588242069264382, 76.52023245605457)
(367880, 8.189495098900446, 0.000148, 0.00010789119994640351, 0.0709133, 0.0004903677, 9.644042278535089, 135.99765175975577)
(381673, 8.18063246076333, 0.000642, 0.007980826262712478, 0.21352819, 0.0004438698, 1.714868179297886, 8.031109050743538)
(687853, 8.186774999304737, 0.000191, 0.001136248401463032, 0.04226117, 0.0005182582, 8.405764743405273, 198.9004266423593)
(482183, 8.203579863305269, 0.000504, 0.0009121068952679635, 0.28849673, 0.004396739, 19.380762699004414, 67.17844843164919)
(476055, 8.21830569371528, 0.000168, 0.0012810788476467132, 0.09118977, 0.003971966, 73.54506670508029, 806.5056716897114)
(503207, 8.218454935806749, 0.000297, 0.0010009955255985258, 0.086010285, 0.00073341967, 7.521590381169739, 87.44989487210442)
(524738, 8.224346151221694, 0.000206, 0.0026515848183631895, 0.03391841, 0.0025076866, 39.414914565159755, 1162.0507731688997)
(554923, 8.21830569371528, 0.000149, 0.001175724760890007, 0.1741867, 0.00041481835, 7.174836164506912, 41.190493674355814)
(638741, 8.22165129815494, 0.000159, 0.0007757545984983444, 0.019629238, 0.0019081687, 43.455013236455486, 2213.7901245303306)
(472577, 8.234638057459131, 0.000252, 0.0002445809690952301, 0.06610234, 0.001019116, 11.7589005196231, 177.88932312567306)
(629500, 8.25183171320343, 0.00028, 0.0018311094665527342, 0.047840852, 0.0010458147, 11.361292553626456, 237.48098285595864)
(277250, 8.268370517796942, 0.000458, 0.001325563457131386, 0.12587237, 0.0015627904, 10.738148787827202, 85.30981650561759)
(513265, 8.26193839308782, 0.000153, 0.0010548542168140411, 0.101052195, 0.0007225512, 15.273212853368, 151.14182184135635)
